ENSELUP00000060026	ENSELUG00000015904	esox_lucius
ENSHHUP00000034131	ENSHHUG00000021496	hucho_hucho
ENSOKIP00005074235	ENSOKIG00005030709	oncorhynchus_kisutch
ENSOTSP00005020135	ENSOTSG00005008081	oncorhynchus_tshawytscha
ENSOTSP00005064735	ENSOTSG00005029698	oncorhynchus_tshawytscha
ENSOMYP00000090370	ENSOMYG00000040821	oncorhynchus_mykiss
ENSSSAP00000052013	ENSSSAG00000050681	salmo_salar
ENSSTUP00000044108	ENSSTUG00000018270	salmo_trutta
ENSHHUP00000015707	ENSHHUG00000009660	hucho_hucho
ENSSSAP00000113483	ENSSSAG00000079058	salmo_salar
ENSSTUP00000031442	ENSSTUG00000013146	salmo_trutta
ENSOMYP00000096537	ENSOMYG00000043919	oncorhynchus_mykiss
ENSOTSP00005031314	ENSOTSG00005013662	oncorhynchus_tshawytscha
ENSOKIP00005066354	ENSOKIG00005028157	oncorhynchus_kisutch
ENSGMOP00000008984	ENSGMOG00000008394	gadus_morhua
ENSHCOP00000018337	ENSHCOG00000002827	hippocampus_comes
ENSBSLP00000051366	ENSBSLG00000024321	betta_splendens
ENSMALP00000012101	ENSMALG00000008578	monopterus_albus
ENSMAMP00000021583	ENSMAMG00000014509	mastacembelus_armatus
ENSATEP00000007991	ENSATEG00000005546	anabas_testudineus
ENSCSEP00000006097	ENSCSEG00000003926	cynoglossus_semilaevis
ENSLCAP00010001293	ENSLCAG00010000760	lates_calcarifer
ENSSMAP00000014578	ENSSMAG00000008906	scophthalmus_maximus
ENSSDUP00000004587	ENSSDUG00000003397	seriola_dumerili
ENSSLDP00000016446	ENSSLDG00000013022	seriola_lalandi_dorsalis
ENSENLP00000051753	ENSENLG00000021669	echeneis_naucrates
ENSLBEP00000024965	ENSLBEG00000019041	labrus_bergylta
ENSSAUP00010014637	ENSSAUG00010005883	sparus_aurata
ENSLCRP00005058082	ENSLCRG00005021401	larimichthys_crocea
ENSDLAP00005018130	ENSDLAG00005007825	dicentrarchus_labrax
ENSSLUP00000004408	ENSSLUG00000001979	sander_lucioperca
ENSCGOP00000014435	ENSCGOG00000006995	cottoperca_gobio
ENSCLMP00005036877	ENSCLMG00005016609	cyclopterus_lumpus
ENSGACP00000007049	ENSGACG00000005322	gasterosteus_aculeatus
ENSTNIP00000013836	ENSTNIG00000010906	tetraodon_nigroviridis
ENSTRUP00000002556	ENSTRUG00000001093	takifugu_rubripes
ENSMMOP00000022456	ENSMMOG00000017063	mola_mola
ENSACIP00000004353	ENSACIG00000003368	amphilophus_citrinellus
