ENSZALP00000012156	ENSZALG00000010241	zonotrichia_albicollis
ENSLLTP00000011287	ENSLLTG00000008649	laticauda_laticaudata
ENSCMIP00000009697	ENSCMIG00000005123	callorhinchus_milii
ENSSMRP00000024754	ENSSMRG00000019121	salvator_merianae
ENSPMRP00000027471	ENSPMRG00000017710	podarcis_muralis
ENSACAP00000017732	ENSACAG00000018003	anolis_carolinensis
ENSPTXP00000017266	ENSPTXG00000011884	pseudonaja_textilis
ENSPTXP00000017265	ENSPTXG00000011883	pseudonaja_textilis
ENSNSUP00000011362	ENSNSUG00000008575	notechis_scutatus
ENSNNAP00000013356	ENSNNAG00000009007	naja_naja
ENSVKKP00000023678	ENSVKKG00000015636	varanus_komodoensis
ENSCJPP00005018695	ENSCJPG00005015206	coturnix_japonica
ENSPCLP00000012310	ENSPCLG00000010122	phasianus_colchicus
ENSCPIP00010015643	ENSCPIG00010012468	chrysolophus_pictus
ENSPSTP00000021163	ENSPSTG00000015406	pavo_cristatus
ENSGALP00000046610	ENSGALG00000039786	gallus_gallus
ENSCMMP00000017298	ENSCMMG00000011017	cairina_moschata_domestica
ENSAPLP00000013938	ENSAPLG00000014095	anas_platyrhynchos_platyrhynchos
ENSAZOP00000015973	ENSAZOG00000010421	anas_zonorhyncha
ENSACDP00005005988	ENSACDG00005004386	anser_cygnoides
ENSABRP00000003354	ENSABRG00000003171	anser_brachyrhynchus
ENSOSUP00000000306	ENSOSUG00000000245	otus_sunia
ENSACCP00020011043	ENSACCG00020007576	aquila_chrysaetos_chrysaetos
ENSBJAP00000010959	ENSBJAG00000004789	buteo_japonicus
ENSACOP00000024109	ENSACOG00000016040	amazona_collaria
ENSSHBP00005009543	ENSSHBG00005008343	strigops_habroptila
ENSFALP00000006944	ENSFALG00000006629	ficedula_albicollis
ENSPMJP00000024410	ENSPMJG00000017954	parus_major
ENSCUSP00005017348	ENSCUSG00005011137	catharus_ustulatus
ENSCMUP00000018038	ENSCMUG00000011153	corvus_moneduloides
ENSCRFP00000021168	ENSCRFG00000015709	stachyris_ruficeps
ENSZLMP00000005076	ENSZLMG00000003616	zosterops_lateralis_melanops
ENSTGUP00000005127	ENSTGUG00000004881	taeniopygia_guttata
ENSLSDP00000008573	ENSLSDG00000006393	lonchura_striata_domestica
ENSCPVP00000023035	ENSCPVG00000016056	camarhynchus_parvulus
ENSLCOP00000011027	ENSLCOG00000007658	lepidothrix_coronata
ENSGFOP00000006203	ENSGFOG00000003983	geospiza_fortis
ENSCCEP00000002515	ENSCCEG00000002005	cyanistes_caeruleus
ENSMCSP00000019571	ENSMCSG00000013726	malurus_cyaneus_samueli
ENSMCSP00000019484	ENSMCSG00000013655	malurus_cyaneus_samueli
ENSMVIP00005027393	ENSMVIG00005019098	manacus_vitellinus
ENSFTIP00000014741	ENSFTIG00000009798	falco_tinnunculus
ENSCPGP00000012207	ENSCPGG00000008678	calidris_pygmaea
