ENSOMYP00000023576	ENSOMYG00000011231	oncorhynchus_mykiss
ENSNSUP00000010420	ENSNSUG00000007904	notechis_scutatus
ENSPMAP00000001861	ENSPMAG00000001679	petromyzon_marinus
ENSCMIP00000038608	ENSCMIG00000016195	callorhinchus_milii
ENSANIP00000023060	ENSANIG00000015686	accipiter_nisus
ENSCSRP00000003539	ENSCSRG00000002676	chelydra_serpentina
ENSPCIP00000029786	ENSPCIG00000022165	phascolarctos_cinereus
ENSDNOP00000026116	ENSDNOG00000031252	dasypus_novemcinctus
ENSUMAP00000023341	ENSUMAG00000017000	ursus_maritimus
ENSCAFP00020032330	ENSCAFG00020025175	canis_lupus_dingo
ENSPPRP00000020184	ENSPPRG00000011363	panthera_pardus
ENSPTIP00000008928	ENSPTIG00000010147	panthera_tigris_altaica
ENSPPAP00000014225	ENSPPAG00000030264	pan_paniscus
ENSTSYP00000014824	ENSTSYG00000034627	carlito_syrichta
ENSBGRP00000009952	ENSBGRG00000006167	bos_grunniens
ENSODEP00000008072	ENSODEG00000006016	octodon_degus
ENSPKIP00000000058	ENSPKIG00000018869	paramormyrops_kingsleyae
ENSSFOP00015008081	ENSSFOG00015005248	scleropages_formosus
ENSSFOP00015017198	ENSSFOG00015011030	scleropages_formosus
ENSPKIP00000035308	ENSPKIG00000014282	paramormyrops_kingsleyae
ENSELUP00000057396	ENSELUG00000002881	esox_lucius
ENSOMYP00000054480	ENSOMYG00000024963	oncorhynchus_mykiss
ENSOTSP00005012511	ENSOTSG00005006454	oncorhynchus_tshawytscha
ENSOKIP00005039075	ENSOKIG00005016611	oncorhynchus_kisutch
ENSSSAP00000057116	ENSSSAG00000054371	salmo_salar
ENSSTUP00000041316	ENSSTUG00000017484	salmo_trutta
ENSHHUP00000049283	ENSHHUG00000029846	hucho_hucho
ENSHHUP00000009548	ENSHHUG00000005760	hucho_hucho
ENSOMYP00000102075	ENSOMYG00000046030	oncorhynchus_mykiss
ENSOTSP00005031387	ENSOTSG00005014753	oncorhynchus_tshawytscha
ENSOKIP00005061112	ENSOKIG00005026095	oncorhynchus_kisutch
ENSSSAP00000045034	ENSSSAG00000046825	salmo_salar
ENSSTUP00000071025	ENSSTUG00000031016	salmo_trutta
ENSGMOP00000004042	ENSGMOG00000003756	gadus_morhua
ENSHCOP00000002877	ENSHCOG00000004114	hippocampus_comes
ENSCSEP00000007523	ENSCSEG00000004859	cynoglossus_semilaevis
ENSSLUP00000029773	ENSSLUG00000013356	sander_lucioperca
ENSCGOP00000015154	ENSCGOG00000007344	cottoperca_gobio
ENSGACP00000022613	ENSGACG00000017117	gasterosteus_aculeatus
ENSCLMP00005026395	ENSCLMG00005012878	cyclopterus_lumpus
ENSLBEP00000010332	ENSLBEG00000007923	labrus_bergylta
ENSMMOP00000002517	ENSMMOG00000002043	mola_mola
ENSDLAP00005045985	ENSDLAG00005020327	dicentrarchus_labrax
ENSLCRP00005050546	ENSLCRG00005019060	larimichthys_crocea
ENSSAUP00010014805	ENSSAUG00010006909	sparus_aurata
ENSATEP00000022451	ENSATEG00000015482	anabas_testudineus
ENSBSLP00000024620	ENSBSLG00000012136	betta_splendens
ENSMALP00000015487	ENSMALG00000010856	monopterus_albus
ENSMAMP00000031165	ENSMAMG00000020976	mastacembelus_armatus
ENSLCAP00010042366	ENSLCAG00010019788	lates_calcarifer
ENSSMAP00000026483	ENSSMAG00000016149	scophthalmus_maximus
ENSENLP00000054064	ENSENLG00000022473	echeneis_naucrates
ENSSLDP00000029372	ENSSLDG00000022617	seriola_lalandi_dorsalis
ENSSDUP00000025606	ENSSDUG00000018531	seriola_dumerili
ENSSFAP00005027205	ENSSFAG00005013903	salarias_fasciatus
ENSGWIP00000002921	ENSGWIG00000001612	gouania_willdenowi
ENSFHEP00000014174	ENSFHEG00000015884	fundulus_heteroclitus
ENSXCOP00000021048	ENSXCOG00000015750	xiphophorus_couchianus
ENSXMAP00000013243	ENSXMAG00000013193	xiphophorus_maculatus
ENSGAFP00000029458	ENSGAFG00000019864	gambusia_affinis
ENSPREP00000013540	ENSPREG00000009183	poecilia_reticulata
ENSPMEP00000028939	ENSPMEG00000014337	poecilia_mexicana
ENSPFOP00000010420	ENSPFOG00000009911	poecilia_formosa
ENSPLAP00000013272	ENSPLAG00000000379	poecilia_latipinna
ENSCVAP00000029838	ENSCVAG00000018054	cyprinodon_variegatus
ENSNFUP00015003300	ENSNFUG00015001689	nothobranchius_furzeri
ENSKMAP00000003865	ENSKMAG00000002950	kryptolebias_marmoratus
ENSORLP00000002414	ENSORLG00000001940	oryzias_latipes
ENSORLP00020019292	ENSORLG00020020298	oryzias_latipes_hni
ENSORLP00015027655	ENSORLG00015009834	oryzias_latipes_hsok
ENSOSIP00000017355	ENSOSIG00000009474	oryzias_sinensis
ENSOJAP00000003169	ENSOJAG00000001644	oryzias_javanicus
ENSOMEP00000015767	ENSOMEG00000017426	oryzias_melastigma
ENSPRNP00000031880	ENSPRNG00000015980	parambassis_ranga
ENSSPAP00000008299	ENSSPAG00000006281	stegastes_partitus
ENSAOCP00000003698	ENSAOCG00000007108	amphiprion_ocellaris
ENSAPEP00000011844	ENSAPEG00000008371	amphiprion_percula
