ENSCMIP00000015232	ENSCMIG00000007258	callorhinchus_milii
ENSCVAP00000014209	ENSCVAG00000016812	cyprinodon_variegatus
ENSCHAP00000016563	ENSCHAG00000008640	clupea_harengus
ENSCARP00000059794	ENSCARG00000026080	carassius_auratus
ENSCARP00000046370	ENSCARG00000019987	carassius_auratus
ENSCCRP00010058457	ENSCCRG00010024747	cyprinus_carpio_germanmirror
ENSCCRP00000080367	ENSCCRG00000043611	cyprinus_carpio
ENSCCRP00020045002	ENSCCRG00020019992	cyprinus_carpio_hebaored
ENSCCRP00015006839	ENSCCRG00015003406	cyprinus_carpio_huanghe
ENSSGRP00000078518	ENSSGRG00000039665	sinocyclocheilus_grahami
ENSSRHP00000001510	ENSSRHG00000001045	sinocyclocheilus_rhinocerous
ENSSANP00000023613	ENSSANG00000012043	sinocyclocheilus_anshuiensis
ENSSGRP00000034863	ENSSGRG00000019270	sinocyclocheilus_grahami
ENSSRHP00000044396	ENSSRHG00000022383	sinocyclocheilus_rhinocerous
ENSSANP00000020335	ENSSANG00000010528	sinocyclocheilus_anshuiensis
ENSCARP00000055737	ENSCARG00000024067	carassius_auratus
ENSCCRP00020006496	ENSCCRG00020003618	cyprinus_carpio_hebaored
ENSCCRP00010107513	ENSCCRG00010047388	cyprinus_carpio_germanmirror
ENSCCRP00015082694	ENSCCRG00015033393	cyprinus_carpio_huanghe
ENSCCRP00020060646	ENSCCRG00020028703	cyprinus_carpio_hebaored
ENSEEEP00000022971	ENSEEEG00000010893	electrophorus_electricus
ENSAMXP00000003589	ENSAMXG00000003497	astyanax_mexicanus
ENSAMXP00005004424	ENSAMXG00005002733	astyanax_mexicanus_pachon
ENSAMXP00005004405	ENSAMXG00005002723	astyanax_mexicanus_pachon
ENSPNAP00000025883	ENSPNAG00000011131	pygocentrus_nattereri
ENSIPUP00000005877	ENSIPUG00000004065	ictalurus_punctatus
ENSHHUP00000029672	ENSHHUG00000018393	hucho_hucho
ENSSSAP00000035547	ENSSSAG00000041954	salmo_salar
ENSSTUP00000016906	ENSSTUG00000007642	salmo_trutta
ENSOMYP00000022534	ENSOMYG00000010745	oncorhynchus_mykiss
ENSOKIP00005100146	ENSOKIG00005043975	oncorhynchus_kisutch
ENSOTSP00005021450	ENSOTSG00005010331	oncorhynchus_tshawytscha
ENSOMYP00000071489	ENSOMYG00000032818	oncorhynchus_mykiss
ENSOKIP00005041377	ENSOKIG00005017438	oncorhynchus_kisutch
ENSOTSP00005006368	ENSOTSG00005003651	oncorhynchus_tshawytscha
ENSSTUP00000047900	ENSSTUG00000020050	salmo_trutta
ENSSSAP00000115607	ENSSSAG00000079476	salmo_salar
ENSHHUP00000088633	ENSHHUG00000050909	hucho_hucho
ENSELUP00000046725	ENSELUG00000012952	esox_lucius
ENSCSEP00000027998	ENSCSEG00000017860	cynoglossus_semilaevis
ENSKMAP00000014262	ENSKMAG00000010673	kryptolebias_marmoratus
ENSOJAP00000035582	ENSOJAG00000017462	oryzias_javanicus
ENSOMEP00000021845	ENSOMEG00000023838	oryzias_melastigma
ENSOSIP00000041646	ENSOSIG00000020205	oryzias_sinensis
ENSORLP00015017815	ENSORLG00015018858	oryzias_latipes_hsok
ENSORLP00000033894	ENSORLG00000012405	oryzias_latipes
ENSORLP00020001522	ENSORLG00020002228	oryzias_latipes_hni
ENSACIP00000000293	ENSACIG00000000232	amphilophus_citrinellus
ENSMZEP00005009887	ENSMZEG00005007455	maylandia_zebra
ENSACLP00000037533	ENSACLG00000025366	astatotilapia_calliptera
ENSHBUP00000021411	ENSHBUG00000023774	haplochromis_burtoni
ENSPNYP00000008126	ENSPNYG00000006198	pundamilia_nyererei
ENSNBRP00000021918	ENSNBRG00000016269	neolamprologus_brichardi
ENSONIP00000004163	ENSONIG00000003310	oreochromis_niloticus
ENSOABP00000000562	ENSOABG00000000424	oreochromis_aureus
ENSGWIP00000012547	ENSGWIG00000007283	gouania_willdenowi
ENSPRNP00000008898	ENSPRNG00000004878	parambassis_ranga
ENSLBEP00000011670	ENSLBEG00000008957	labrus_bergylta
ENSLCRP00005010865	ENSLCRG00005004286	larimichthys_crocea
ENSDLAP00005016064	ENSDLAG00005007792	dicentrarchus_labrax
ENSMMOP00000013028	ENSMMOG00000010008	mola_mola
ENSSAUP00010028630	ENSSAUG00010012308	sparus_aurata
ENSCLMP00005040314	ENSCLMG00005018886	cyclopterus_lumpus
ENSGACP00000014543	ENSGACG00000010989	gasterosteus_aculeatus
ENSSLUP00000051706	ENSSLUG00000022445	sander_lucioperca
ENSCGOP00000012169	ENSCGOG00000005563	cottoperca_gobio
ENSLCAP00010050770	ENSLCAG00010023632	lates_calcarifer
ENSENLP00000048484	ENSENLG00000020438	echeneis_naucrates
ENSSDUP00000013418	ENSSDUG00000009716	seriola_dumerili
ENSSLDP00000020277	ENSSLDG00000015839	seriola_lalandi_dorsalis
ENSMALP00000000747	ENSMALG00000000525	monopterus_albus
ENSMAMP00000035065	ENSMAMG00000023539	mastacembelus_armatus
ENSATEP00000006869	ENSATEG00000004774	anabas_testudineus
ENSTNIP00000010189	ENSTNIG00000007383	tetraodon_nigroviridis
ENSSMAP00000004239	ENSSMAG00000002584	scophthalmus_maximus
ENSSORP00005020716	ENSSORG00005010066	sphaeramia_orbicularis
ENSSPAP00000016400	ENSSPAG00000012319	stegastes_partitus
ENSAOCP00000005543	ENSAOCG00000009102	amphiprion_ocellaris
ENSAPEP00000025316	ENSAPEG00000017973	amphiprion_percula
ENSAPOP00000018193	ENSAPOG00000021494	acanthochromis_polyacanthus
ENSAPOP00000004105	ENSAPOG00000005732	acanthochromis_polyacanthus
ENSTRUP00000064333	ENSTRUG00000030006	takifugu_rubripes
ENSTNIP00000007205	ENSTNIG00000004556	tetraodon_nigroviridis
ENSPMGP00000011586	ENSPMGG00000009599	periophthalmus_magnuspinnatus
ENSNMLP00000025542	ENSNMLG00000016331	neogobius_melanostomus
ENSBSLP00000006892	ENSBSLG00000003404	betta_splendens
ENSSFAP00005021071	ENSSFAG00005010952	salarias_fasciatus
ENSPMEP00000011471	ENSPMEG00000013599	poecilia_mexicana
ENSPFOP00000002995	ENSPFOG00000002611	poecilia_formosa
ENSPLAP00000011486	ENSPLAG00000014596	poecilia_latipinna
ENSPREP00000028493	ENSPREG00000018454	poecilia_reticulata
ENSXCOP00000012341	ENSXCOG00000009291	xiphophorus_couchianus
ENSXMAP00000034007	ENSXMAG00000002557	xiphophorus_maculatus
ENSGAFP00000010211	ENSGAFG00000006925	gambusia_affinis
ENSFHEP00000010079	ENSFHEG00000011427	fundulus_heteroclitus
ENSMMDP00005045374	ENSMMDG00005020674	myripristis_murdjan
ENSGMOP00000000544	ENSGMOG00000000550	gadus_morhua
ENSGWIP00000033521	ENSGWIG00000017267	gouania_willdenowi
ENSPKIP00000039640	ENSPKIG00000016902	paramormyrops_kingsleyae
ENSSFOP00015054578	ENSSFOG00015001835	scleropages_formosus
ENSXETP00000095074	ENSXETG00000034200	xenopus_tropicalis
ENSLLEP00000002693	ENSLLEG00000001539	leptobrachium_leishanense
ENSCPRP00005008984	ENSCPRG00005006383	crocodylus_porosus
ENSGAGP00000027128	ENSGAGG00000019731	gopherus_agassizii
ENSDNOP00000001109	ENSDNOG00000001439	dasypus_novemcinctus
ENSCGRP00000013371	ENSCGRG00000009711	cricetulus_griseus_crigri
ENSUAMP00000033488	ENSUAMG00000025513	ursus_americanus
ENSCAPP00000011663	ENSCAPG00000012690	cavia_aperea
ENSMICP00000044869	ENSMICG00000036460	microcebus_murinus
ENSHGLP00100009733	ENSHGLG00100007215	heterocephalus_glaber_male
ENSPCOP00000013931	ENSPCOG00000018621	propithecus_coquereli
ENSLLTP00000010459	ENSLLTG00000008002	laticauda_laticaudata
ENSPVIP00000012622	ENSPVIG00000009858	pogona_vitticeps
ENSANIP00000024868	ENSANIG00000016824	accipiter_nisus
ENSPSTP00000023798	ENSPSTG00000017560	pavo_cristatus
