ENSPMAP00000007819	ENSPMAG00000007101	petromyzon_marinus
ENSPMAP00000007814	ENSPMAG00000007097	petromyzon_marinus
ENSEBUP00000004245	ENSEBUG00000003004	eptatretus_burgeri
ENSEBUP00000001036	ENSEBUG00000000994	eptatretus_burgeri
ENSPMAP00000002524	ENSPMAG00000002315	petromyzon_marinus
ENSPMAP00000006492	ENSPMAG00000005896	petromyzon_marinus
ENSPMAP00000006944	ENSPMAG00000006274	petromyzon_marinus
ENSEBUP00000014998	ENSEBUG00000009430	eptatretus_burgeri
ENSEBUP00000024921	ENSEBUG00000015392	eptatretus_burgeri
ENSPMAP00000008181	ENSPMAG00000007436	petromyzon_marinus
ENSHHUP00000045758	ENSHHUG00000027915	hucho_hucho
ENSPNAP00000018711	ENSPNAG00000025154	pygocentrus_nattereri
ENSCCRP00000070868	ENSCCRG00000034239	cyprinus_carpio
ENSCCRP00010121923	ENSCCRG00010053066	cyprinus_carpio_germanmirror
ENSCCRP00015016758	ENSCCRG00015002313	cyprinus_carpio_huanghe
ENSCCRP00020015026	ENSCCRG00020005439	cyprinus_carpio_hebaored
ENSSGRP00000052965	ENSSGRG00000027694	sinocyclocheilus_grahami
ENSSANP00000103962	ENSSANG00000050648	sinocyclocheilus_anshuiensis
ENSSRHP00000030951	ENSSRHG00000014868	sinocyclocheilus_rhinocerous
ENSCARP00000133925	ENSCARG00000069591	carassius_auratus
ENSCARP00000109265	ENSCARG00000053402	carassius_auratus
ENSCCRP00010079052	ENSCCRG00010033505	cyprinus_carpio_germanmirror
ENSCCRP00000049376	ENSCCRG00000026255	cyprinus_carpio
ENSCCRP00000088171	ENSCCRG00000047962	cyprinus_carpio
ENSCCRP00015119169	ENSCCRG00015046935	cyprinus_carpio_huanghe
ENSCCRP00020104875	ENSCCRG00020047562	cyprinus_carpio_hebaored
ENSCARP00000051207	ENSCARG00000020044	carassius_auratus
ENSSANP00000105606	ENSSANG00000051540	sinocyclocheilus_anshuiensis
ENSSGRP00000076222	ENSSGRG00000036834	sinocyclocheilus_grahami
ENSSRHP00000025224	ENSSRHG00000010167	sinocyclocheilus_rhinocerous
ENSDARP00000096601	ENSDARG00000071524	danio_rerio
ENSIPUP00000036846	ENSIPUG00000024674	ictalurus_punctatus
ENSEEEP00000024188	ENSEEEG00000011399	electrophorus_electricus
ENSPNAP00000003947	ENSPNAG00000010410	pygocentrus_nattereri
ENSAMXP00000016976	ENSAMXG00000016228	astyanax_mexicanus
ENSAMXP00005033377	ENSAMXG00005008664	astyanax_mexicanus_pachon
ENSCHAP00000032150	ENSCHAG00000005950	clupea_harengus
ENSDCDP00000045361	ENSDCDG00000027198	denticeps_clupeoides
