ENSEBUP00000018137	ENSEBUG00000011318	eptatretus_burgeri
ENSEBUP00000017981	ENSEBUG00000011235	eptatretus_burgeri
ENSEBUP00000009962	ENSEBUG00000006383	eptatretus_burgeri
ENSSRHP00000096926	ENSSRHG00000047613	sinocyclocheilus_rhinocerous
ENSSANP00000023945	ENSSANG00000012334	sinocyclocheilus_anshuiensis
ENSSGRP00000031242	ENSSGRG00000017545	sinocyclocheilus_grahami
ENSCCRP00015023740	ENSCCRG00015010164	cyprinus_carpio_huanghe
ENSCCRP00020019243	ENSCCRG00020009107	cyprinus_carpio_hebaored
ENSEEEP00000037160	ENSEEEG00000017651	electrophorus_electricus
ENSPNAP00000019660	ENSPNAG00000026335	pygocentrus_nattereri
ENSAMXP00005019616	ENSAMXG00005010096	astyanax_mexicanus_pachon
ENSAMXP00000019857	ENSAMXG00000019280	astyanax_mexicanus
ENSSSAP00000047808	ENSSSAG00000048523	salmo_salar
ENSHCOP00000003231	ENSHCOG00000004524	hippocampus_comes
ENSNMLP00000030939	ENSNMLG00000019454	neogobius_melanostomus
ENSAPEP00000004191	ENSAPEG00000003009	amphiprion_percula
ENSLLEP00000037531	ENSLLEG00000023761	leptobrachium_leishanense
ENSXETP00000072444	ENSXETG00000024086	xenopus_tropicalis
ENSCPUP00000001256	ENSCPUG00000000958	calidris_pugnax
ENSCPGP00000025609	ENSCPGG00000017671	calidris_pygmaea
ENSACCP00020022282	ENSACCG00020015301	aquila_chrysaetos_chrysaetos
ENSANIP00000009962	ENSANIG00000006726	accipiter_nisus
ENSSHBP00005009229	ENSSHBG00005008051	strigops_habroptila
ENSCRFP00000008057	ENSCRFG00000006323	stachyris_ruficeps
ENSCUSP00005014375	ENSCUSG00005009217	catharus_ustulatus
ENSLSDP00000004858	ENSLSDG00000003804	lonchura_striata_domestica
ENSCPVP00000022461	ENSCPVG00000016084	camarhynchus_parvulus
ENSGFOP00000017234	ENSGFOG00000011674	geospiza_fortis
ENSCMMP00000009958	ENSCMMG00000006218	cairina_moschata_domestica
ENSPCEP00000019187	ENSPCEG00000014915	pelusios_castaneus
ENSPCEP00000019172	ENSPCEG00000014908	pelusios_castaneus
ENSOANP00000052591	ENSOANG00000010994	ornithorhynchus_anatinus
ENSMEUP00000013041	ENSMEUG00000014278	notamacropus_eugenii
ENSVURP00010014465	ENSVURG00010011099	vombatus_ursinus
ENSVURP00010014534	ENSVURG00010011150	vombatus_ursinus
ENSPCIP00000019697	ENSPCIG00000015026	phascolarctos_cinereus
ENSSHAP00000010430	ENSSHAG00000009003	sarcophilus_harrisii
ENSMODP00000019788	ENSMODG00000015860	monodelphis_domestica
ENSLAFP00000012706	ENSLAFG00000015176	loxodonta_africana
ENSPCAP00000006364	ENSPCAG00000006740	procavia_capensis
ENSJJAP00000011832	ENSJJAG00000015037	jaculus_jaculus
ENSOCUP00000049922	ENSOCUG00000016487	oryctolagus_cuniculus
ENSMPUP00000011566	ENSMPUG00000011659	mustela_putorius_furo
ENSNVIP00000024287	ENSNVIG00000018545	neovison_vison
ENSAMEP00000013831	ENSAMEG00000013094	ailuropoda_melanoleuca
ENSUMAP00000027366	ENSUMAG00000019722	ursus_maritimus
ENSUTTP00000003857	ENSUTTG00000002375	ursus_thibetanus_thibetanus
ENSUAMP00000034533	ENSUAMG00000026261	ursus_americanus
ENSZCAP00015011050	ENSZCAG00015007006	zalophus_californianus
ENSVVUP00000014590	ENSVVUG00000010666	vulpes_vulpes
ENSCAFP00040025270	ENSCAFG00040015745	canis_lupus_familiarisgreatdane
ENSCAFP00000000658	ENSCAFG00000000448	canis_lupus_familiaris
ENSCAFP00030010435	ENSCAFG00030006395	canis_lupus_familiarisbasenji
ENSCAFP00020024418	ENSCAFG00020019223	canis_lupus_dingo
ENSPLOP00000022219	ENSPLOG00000015721	panthera_leo
ENSPPRP00000026920	ENSPPRG00000019110	panthera_pardus
ENSPTIP00000017905	ENSPTIG00000016151	panthera_tigris_altaica
ENSFCAP00000009777	ENSFCAG00000010530	felis_catus
ENSLCNP00005011201	ENSLCNG00005007217	lynx_canadensis
ENSSSUP00005003634	ENSSSUG00005002371	suricata_suricatta
ENSEASP00005029153	ENSEASG00005019705	equus_asinus_asinus
ENSECAP00000023343	ENSECAG00000018474	equus_caballus
ENSCWAP00000008473	ENSCWAG00000006381	catagonus_wagneri
ENSSSCP00000031016	ENSSSCG00000001382	sus_scrofa
ENSBMSP00010019755	ENSBMSG00010014094	balaenoptera_musculus
ENSDLEP00000025413	ENSDLEG00000018045	delphinapterus_leucas
ENSMMNP00015016024	ENSMMNG00015011782	monodon_monoceros
ENSPSNP00000016618	ENSPSNG00000011975	phocoena_sinus
ENSPCTP00005013125	ENSPCTG00005009174	physeter_catodon
ENSMMSP00000006626	ENSMMSG00000004979	moschus_moschiferus
ENSBGRP00000014534	ENSBGRG00000008929	bos_grunniens
ENSBTAP00000043390	ENSBTAG00000010682	bos_taurus
ENSBIXP00005011143	ENSBIXG00005015913	bos_indicus_hybrid
ENSBIXP00000006839	ENSBIXG00000012938	bos_taurus_hybrid
ENSBMUP00000010181	ENSBMUG00000007816	bos_mutus
