ENSLACP00000001911	ENSLACG00000001709	latimeria_chalumnae
ENSOANP00000043124	ENSOANG00000037030	ornithorhynchus_anatinus
ENSSHAP00000020382	ENSSHAG00000017287	sarcophilus_harrisii
ENSMEUP00000005808	ENSMEUG00000006348	notamacropus_eugenii
ENSVURP00010009875	ENSVURG00010007617	vombatus_ursinus
ENSPCIP00000037686	ENSPCIG00000027750	phascolarctos_cinereus
ENSMODP00000000113	ENSMODG00000000092	monodelphis_domestica
ENSDNOP00000024812	ENSDNOG00000032240	dasypus_novemcinctus
ENSETEP00000005013	ENSETEG00000006168	echinops_telfairi
ENSPCAP00000003704	ENSPCAG00000003901	procavia_capensis
ENSLAFP00000014919	ENSLAFG00000017791	loxodonta_africana
ENSSTOP00000013763	ENSSTOG00000015360	ictidomys_tridecemlineatus
ENSUPAP00010018332	ENSUPAG00010014548	urocitellus_parryii
ENSSDAP00000022860	ENSSDAG00000020650	spermophilus_dauricus
ENSMMMP00000023056	ENSMMMG00000020188	marmota_marmota_marmota
ENSSVLP00005002014	ENSSVLG00005001410	sciurus_vulgaris
ENSDORP00000027163	ENSDORG00000000506	dipodomys_ordii
ENSCCNP00000011074	ENSCCNG00000011459	castor_canadensis
ENSNGAP00000003372	ENSNGAG00000003803	nannospalax_galili
ENSMUGP00000011252	ENSMUGG00000009831	meriones_unguiculatus
ENSRNOP00000069466	ENSRNOG00000058586	rattus_norvegicus
MGP_PahariEiJ_P0064873	MGP_PahariEiJ_G0025596	mus_pahari
ENSMSIP00000032183	ENSMSIG00000026942	mus_spicilegus
ENSMUSP00000028763	ENSMUSG00000027298	mus_musculus
MGP_SPRETEiJ_P0055992	MGP_SPRETEiJ_G0025070	mus_spretus
MGP_CAROLIEiJ_P0053893	MGP_CAROLIEiJ_G0024154	mus_caroli
ENSMAUP00000002154	ENSMAUG00000001705	mesocricetus_auratus
ENSCGRP00001003783	ENSCGRG00001004655	cricetulus_griseus_chok1gshd
ENSCGRP00015031408	ENSCGRG00015023602	cricetulus_griseus_picr
ENSCGRP00000011522	ENSCGRG00000008402	cricetulus_griseus_crigri
ENSPEMP00000008145	ENSPEMG00000009833	peromyscus_maniculatus_bairdii
ENSMOCP00000013972	ENSMOCG00000013604	microtus_ochrogaster
ENSHGLP00100015562	ENSHGLG00100011486	heterocephalus_glaber_male
ENSHGLP00000013121	ENSHGLG00000009382	heterocephalus_glaber_female
ENSFDAP00000018126	ENSFDAG00000010090	fukomys_damarensis
ENSCAPP00000005208	ENSCAPG00000007570	cavia_aperea
ENSCPOP00000008906	ENSCPOG00000009928	cavia_porcellus
ENSCLAP00000014076	ENSCLAG00000009717	chinchilla_lanigera
ENSODEP00000015151	ENSODEG00000011188	octodon_degus
ENSODEP00000023235	ENSODEG00000017041	octodon_degus
ENSOCUP00000005395	ENSOCUG00000006229	oryctolagus_cuniculus
ENSOPRP00000015144	ENSOPRG00000016578	ochotona_princeps
ENSPCOP00000026420	ENSPCOG00000025573	propithecus_coquereli
ENSMICP00000014512	ENSMICG00000015918	microcebus_murinus
ENSPSMP00000008255	ENSPSMG00000006095	prolemur_simus
